transaction_id,date,department,expense_category,vendor,amount_inr,cost_center,approved_by,description
TXN01603,2026-01-08,HR,Catering & Hospitality,Local Caterers Assoc,2700.0,CC-HR-1,EMP1020,Catering & Hospitality - routine hr expense
TXN01334,2026-01-08,Admin,Catering & Hospitality,Local Caterers Assoc,4000.0,CC-ADM-1,EMP1013,Catering & Hospitality - routine admin expense
TXN00821,2026-01-10,Admin,Training & Seminars,Internal Training Cell,9400.0,CC-ADM-3,EMP1030,Training & Seminars - routine admin expense
TXN01727,2026-01-10,Logistics,Utilities,Municipal Water Dept,37600.0,CC-LOG-1,EMP1028,Utilities - routine logistics expense
TXN01016,2026-01-10,Procurement,IT Services & Software,TCS,116200.0,CC-PRO-2,EMP1017,IT Services & Software - routine procurement expense
TXN00507,2026-01-11,Admin,IT Services & Software,Local IT Vendor,9200.0,CC-ADM-2,EMP1042,IT Services & Software - routine admin expense
TXN01495,2026-01-11,Procurement,Training & Seminars,Internal Training Cell,28800.0,CC-PRO-3,EMP1047,Training & Seminars - routine procurement expense
TXN01514,2026-01-11,Drilling,Fuel & POL,BPCL,246500.0,CC-DRI-3,EMP1014,Fuel & POL - routine drilling expense
TXNOS010,2026-01-11,Maintenance,Equipment Maintenance,Local Workshop Co,457400.0,CC-MAI-1,EMP1012,Equipment Maintenance - recurring high-cost vendor
TXN00570,2026-01-11,Procurement,Travel & Conveyance,Air India,29700.0,CC-PRO-2,EMP1033,Travel & Conveyance - routine procurement expense
TXN00648,2026-01-11,HR,Training & Seminars,Internal Training Cell,47000.0,CC-HR-3,EMP1009,Training & Seminars - routine hr expense
TXN00614,2026-01-11,Procurement,Fuel & POL,HPCL,20300.0,CC-PRO-3,EMP1029,Fuel & POL - routine procurement expense
TXN00703,2026-01-11,HSE,Contractor Payment,Tata Projects,308200.0,CC-HSE-3,EMP1012,Contractor Payment - routine hse expense
TXN01363,2026-01-12,Production,Office Supplies,Staples India,8200.0,CC-PRO-3,EMP1032,Office Supplies - routine production expense
TXN00973,2026-01-12,Admin,Equipment Maintenance,BHEL,317300.0,CC-ADM-3,EMP1040,Equipment Maintenance - routine admin expense
TXN01494,2026-01-12,Admin,IT Services & Software,TCS,282100.0,CC-ADM-3,EMP1003,IT Services & Software - routine admin expense
TXN00146,2026-01-12,IT,Catering & Hospitality,Local Caterers Assoc,21400.0,CC-IT-2,EMP1040,Catering & Hospitality - routine it expense
TXN00298,2026-01-12,Maintenance,Travel & Conveyance,Air India,23900.0,CC-MAI-3,EMP1021,Travel & Conveyance - routine maintenance expense
TXN00370,2026-01-12,Finance,Contractor Payment,Reliance Infra Services,1511100.0,CC-FIN-2,EMP1009,Contractor Payment - routine finance expense
TXN01763,2026-01-12,Maintenance,Utilities,State Electricity Board,134000.0,CC-MAI-2,EMP1041,Utilities - routine maintenance expense
TXN01500,2026-01-13,HR,Travel & Conveyance,Air India,29800.0,CC-HR-2,EMP1006,Travel & Conveyance - routine hr expense
TXN01210,2026-01-13,Maintenance,Equipment Maintenance,Local Workshop Co,109300.0,CC-MAI-3,EMP1038,Equipment Maintenance - routine maintenance expense
TXN00188,2026-01-13,IT,Utilities,State Electricity Board,146700.0,CC-IT-1,EMP1012,Utilities - routine it expense
TXN00407,2026-01-13,IT,Training & Seminars,IIM Institute,51600.0,CC-IT-3,EMP1003,Training & Seminars - routine it expense
TXN00887,2026-01-14,Finance,Fuel & POL,HPCL,210700.0,CC-FIN-1,EMP1006,Fuel & POL - routine finance expense
TXN01214,2026-01-14,Production,Contractor Payment,Tata Projects,175800.0,CC-PRO-1,EMP1013,Contractor Payment - routine production expense
TXN00454,2026-01-14,HR,Training & Seminars,Internal Training Cell,19200.0,CC-HR-3,EMP1018,Training & Seminars - routine hr expense
TXN01294,2026-01-15,IT,Utilities,State Electricity Board,79100.0,CC-IT-2,EMP1022,Utilities - routine it expense
TXN01633,2026-01-15,Drilling,Travel & Conveyance,Air India,35300.0,CC-DRI-3,EMP1049,Travel & Conveyance - routine drilling expense
TXN00579,2026-01-15,HSE,Contractor Payment,Local Contractor Pvt Ltd,428000.0,CC-HSE-3,EMP1016,Contractor Payment - routine hse expense
TXN00753,2026-01-15,Procurement,Catering & Hospitality,Taj Catering Services,19800.0,CC-PRO-3,EMP1018,Catering & Hospitality - routine procurement expense
TXN00794,2026-01-16,Production,Office Supplies,Staples India,1100.0,CC-PRO-2,EMP1009,Office Supplies - routine production expense
TXN01652,2026-01-16,Admin,Travel & Conveyance,Local Taxi Union,21300.0,CC-ADM-2,EMP1019,Travel & Conveyance - routine admin expense
TXN01241,2026-01-17,IT,Contractor Payment,Local Contractor Pvt Ltd,744700.0,CC-IT-3,EMP1008,Contractor Payment - routine it expense
TXN01625,2026-01-18,Procurement,Office Supplies,Staples India,5100.0,CC-PRO-3,EMP1020,Office Supplies - routine procurement expense
TXN00594,2026-01-18,HR,Contractor Payment,Local Contractor Pvt Ltd,197600.0,CC-HR-3,EMP1047,Contractor Payment - routine hr expense
TXN01255,2026-01-18,IT,Training & Seminars,NIIT,5400.0,CC-IT-1,EMP1021,Training & Seminars - routine it expense
TXN01083,2026-01-18,Finance,IT Services & Software,Local IT Vendor,251200.0,CC-FIN-2,EMP1006,IT Services & Software - routine finance expense
TXN01201,2026-01-18,Admin,Contractor Payment,Tata Projects,1590800.0,CC-ADM-2,EMP1031,Contractor Payment - routine admin expense
TXN01675,2026-01-18,Maintenance,IT Services & Software,TCS,71900.0,CC-MAI-2,EMP1013,IT Services & Software - routine maintenance expense
TXN01364,2026-01-19,HSE,Equipment Maintenance,Larsen & Toubro,404800.0,CC-HSE-2,EMP1042,Equipment Maintenance - routine hse expense
TXN00449,2026-01-19,IT,Contractor Payment,Local Contractor Pvt Ltd,1540800.0,CC-IT-3,EMP1047,Contractor Payment - routine it expense
TXN00100,2026-01-19,Production,Utilities,State Electricity Board,143400.0,CC-PRO-3,EMP1037,Utilities - routine production expense
TXN00707,2026-01-19,Logistics,Catering & Hospitality,Taj Catering Services,24800.0,CC-LOG-1,EMP1013,Catering & Hospitality - routine logistics expense
TXN01303,2026-01-19,HSE,IT Services & Software,TCS,236100.0,CC-HSE-2,EMP1036,IT Services & Software - routine hse expense
TXN01442,2026-01-19,Logistics,Travel & Conveyance,IRCTC,35300.0,CC-LOG-2,EMP1041,Travel & Conveyance - routine logistics expense
TXN01599,2026-01-20,HSE,Travel & Conveyance,IRCTC,39100.0,CC-HSE-1,EMP1021,Travel & Conveyance - routine hse expense
TXN00687,2026-01-20,Finance,IT Services & Software,Microsoft India,81300.0,CC-FIN-2,EMP1026,IT Services & Software - routine finance expense
TXN00049,2026-01-20,Admin,Utilities,State Electricity Board,60400.0,CC-ADM-1,EMP1023,Utilities - routine admin expense
TXN01362,2026-01-20,Maintenance,Equipment Maintenance,Larsen & Toubro,77600.0,CC-MAI-3,EMP1024,Equipment Maintenance - routine maintenance expense
TXN01546,2026-01-20,Maintenance,IT Services & Software,TCS,17000.0,CC-MAI-3,EMP1018,IT Services & Software - routine maintenance expense
TXN01419,2026-01-21,HR,Fuel & POL,HPCL,87700.0,CC-HR-3,EMP1015,Fuel & POL - routine hr expense
TXN00271,2026-01-21,Logistics,Travel & Conveyance,Local Taxi Union,18700.0,CC-LOG-2,EMP1043,Travel & Conveyance - routine logistics expense
TXN00746,2026-01-21,HSE,Contractor Payment,Reliance Infra Services,1053200.0,CC-HSE-3,EMP1021,Contractor Payment - routine hse expense
TXN01764,2026-01-22,Drilling,Office Supplies,Staples India,1800.0,CC-DRI-1,EMP1049,Office Supplies - routine drilling expense
TXN00852,2026-01-22,Logistics,IT Services & Software,TCS,260000.0,CC-LOG-1,EMP1014,IT Services & Software - routine logistics expense
TXN01405,2026-01-22,Production,Catering & Hospitality,Taj Catering Services,13600.0,CC-PRO-2,EMP1037,Catering & Hospitality - routine production expense
TXN00745,2026-01-22,Logistics,Contractor Payment,Tata Projects,75200.0,CC-LOG-1,EMP1019,Contractor Payment - routine logistics expense
TXN00415,2026-01-23,HR,Catering & Hospitality,Taj Catering Services,7100.0,CC-HR-1,EMP1038,Catering & Hospitality - routine hr expense
TXN00644,2026-01-23,Drilling,Catering & Hospitality,Taj Catering Services,60616.32567974451,CC-DRI-2,EMP1018,Catering & Hospitality - routine drilling expense (unusually high amount)
TXN00210,2026-01-23,Production,Office Supplies,Local Stationery Mart,11000.0,CC-PRO-2,EMP1012,Office Supplies - routine production expense
TXN00334,2026-01-23,IT,Equipment Maintenance,BHEL,86000.0,CC-IT-3,EMP1014,Equipment Maintenance - routine it expense
TXN01661,2026-01-24,IT,Catering & Hospitality,Taj Catering Services,39300.0,CC-IT-2,EMP1035,Catering & Hospitality - routine it expense
TXN00384,2026-01-24,HR,Office Supplies,Staples India,2700.0,CC-HR-2,EMP1005,Office Supplies - routine hr expense
TXN00864,2026-01-24,Drilling,Fuel & POL,BPCL,133100.0,CC-DRI-3,EMP1006,Fuel & POL - routine drilling expense
TXN01008,2026-01-24,HSE,IT Services & Software,TCS,92700.0,CC-HSE-2,EMP1045,IT Services & Software - routine hse expense
TXN00677,2026-01-24,Procurement,Utilities,Municipal Water Dept,108800.0,CC-PRO-2,EMP1039,Utilities - routine procurement expense
TXN00996,2026-01-24,Logistics,Office Supplies,Staples India,4900.0,CC-LOG-1,EMP1014,Office Supplies - routine logistics expense
TXN00756,2026-01-24,Admin,Utilities,Municipal Water Dept,18200.0,CC-ADM-2,EMP1033,Utilities - routine admin expense
TXN01779,2026-01-25,IT,Fuel & POL,IndianOil Corp,197500.0,CC-IT-1,EMP1038,Fuel & POL - routine it expense
TXN01423,2026-01-25,IT,Office Supplies,Staples India,1600.0,CC-IT-1,EMP1022,Office Supplies - routine it expense
TXN00639,2026-01-25,Admin,Utilities,State Electricity Board,85100.0,CC-ADM-2,EMP1033,Utilities - routine admin expense
TXN00607,2026-01-25,IT,Office Supplies,Local Stationery Mart,3700.0,CC-IT-2,EMP1038,Office Supplies - routine it expense
TXN00292,2026-01-25,HR,Catering & Hospitality,Local Caterers Assoc,33100.0,CC-HR-1,EMP1015,Catering & Hospitality - routine hr expense
TXN00275,2026-01-25,IT,Equipment Maintenance,BHEL,169400.0,CC-IT-2,EMP1010,Equipment Maintenance - routine it expense
TXN00090,2026-01-25,Maintenance,Catering & Hospitality,Local Caterers Assoc,25800.0,CC-MAI-2,EMP1004,Catering & Hospitality - routine maintenance expense
TXN00605,2026-01-25,Maintenance,Fuel & POL,BPCL,178600.0,CC-MAI-2,EMP1031,Fuel & POL - routine maintenance expense
TXN01036,2026-01-25,Drilling,Travel & Conveyance,Air India,21400.0,CC-DRI-3,EMP1013,Travel & Conveyance - routine drilling expense
TXN00481,2026-01-25,HR,Office Supplies,Local Stationery Mart,1000.0,CC-HR-2,EMP1009,Office Supplies - routine hr expense
TXN00848,2026-01-25,HSE,Travel & Conveyance,Air India,38200.0,CC-HSE-1,EMP1037,Travel & Conveyance - routine hse expense
TXN01205,2026-01-25,Production,Catering & Hospitality,Local Caterers Assoc,27400.0,CC-PRO-3,EMP1038,Catering & Hospitality - routine production expense
TXN01329,2026-01-26,Drilling,Utilities,Municipal Water Dept,83700.0,CC-DRI-1,EMP1017,Utilities - routine drilling expense
TXN00520,2026-01-26,Finance,Contractor Payment,Reliance Infra Services,947000.0,CC-FIN-3,EMP1035,Contractor Payment - routine finance expense
TXN00521,2026-01-26,Admin,Equipment Maintenance,Larsen & Toubro,464500.0,CC-ADM-2,EMP1048,Equipment Maintenance - routine admin expense
TXN01352,2026-01-26,IT,Fuel & POL,IndianOil Corp,200400.0,CC-IT-1,EMP1008,Fuel & POL - routine it expense
TXN00295,2026-01-26,Procurement,Training & Seminars,Internal Training Cell,69600.0,CC-PRO-2,EMP1033,Training & Seminars - routine procurement expense
TXN01140,2026-01-26,HSE,Training & Seminars,Internal Training Cell,52700.0,CC-HSE-3,EMP1021,Training & Seminars - routine hse expense
TXN00870,2026-01-27,Logistics,Catering & Hospitality,Local Caterers Assoc,10200.0,CC-LOG-3,EMP1037,Catering & Hospitality - routine logistics expense
TXN00424,2026-01-27,HSE,IT Services & Software,Microsoft India,260600.0,CC-HSE-2,EMP1039,IT Services & Software - routine hse expense
TXN00303,2026-01-27,HSE,Travel & Conveyance,Local Taxi Union,22700.0,CC-HSE-3,EMP1034,Travel & Conveyance - routine hse expense
TXN00576,2026-01-27,Admin,Utilities,State Electricity Board,70700.0,CC-ADM-1,EMP1044,Utilities - routine admin expense
TXN01758,2026-01-27,Finance,Equipment Maintenance,Schlumberger,161700.0,CC-FIN-3,EMP1041,Equipment Maintenance - routine finance expense
TXN01745,2026-01-28,HR,Training & Seminars,NIIT,5500.0,CC-HR-3,EMP1041,Training & Seminars - routine hr expense
TXN01704,2026-01-28,Logistics,IT Services & Software,Wipro,92700.0,CC-LOG-2,EMP1025,IT Services & Software - routine logistics expense
TXN00197,2026-01-28,Procurement,Travel & Conveyance,IRCTC,29800.0,CC-PRO-2,EMP1009,Travel & Conveyance - routine procurement expense
TXN00798,2026-01-29,Drilling,Equipment Maintenance,Local Workshop Co,440700.0,CC-DRI-3,EMP1048,Equipment Maintenance - routine drilling expense
TXN00708,2026-01-29,Procurement,Contractor Payment,Tata Projects,199800.0,CC-PRO-1,EMP1006,Contractor Payment - routine procurement expense
TXN00699,2026-01-29,Logistics,Utilities,Municipal Water Dept,85500.0,CC-LOG-2,EMP1045,Utilities - routine logistics expense
TXN00686,2026-01-29,Drilling,Fuel & POL,IndianOil Corp,146000.0,CC-DRI-2,EMP1044,Fuel & POL - routine drilling expense
TXN00969,2026-01-30,IT,Office Supplies,Local Stationery Mart,4500.0,CC-IT-1,EMP1027,Office Supplies - routine it expense
TXN00390,2026-01-30,Drilling,IT Services & Software,TCS,231100.0,CC-DRI-3,EMP1002,IT Services & Software - routine drilling expense
TXN01586,2026-01-30,Admin,Catering & Hospitality,Taj Catering Services,31300.0,CC-ADM-2,EMP1045,Catering & Hospitality - routine admin expense
TXN01108,2026-01-30,Drilling,Fuel & POL,HPCL,80600.0,CC-DRI-2,EMP1005,Fuel & POL - routine drilling expense
TXN01127,2026-01-30,Drilling,Equipment Maintenance,Larsen & Toubro,401300.0,CC-DRI-3,EMP1007,Equipment Maintenance - routine drilling expense
TXN00077,2026-01-30,Admin,Equipment Maintenance,Schlumberger,92700.0,CC-ADM-1,EMP1037,Equipment Maintenance - routine admin expense
TXN00144,2026-01-31,Admin,Fuel & POL,BPCL,70400.0,CC-ADM-2,EMP1022,Fuel & POL - routine admin expense
TXN00143,2026-01-31,Finance,Catering & Hospitality,Taj Catering Services,6500.0,CC-FIN-3,EMP1022,Catering & Hospitality - routine finance expense
TXN00218,2026-01-31,IT,Catering & Hospitality,Local Caterers Assoc,32600.0,CC-IT-3,EMP1013,Catering & Hospitality - routine it expense
TXN00516,2026-01-31,Admin,Training & Seminars,Internal Training Cell,35900.0,CC-ADM-1,EMP1006,Training & Seminars - routine admin expense
TXN01459,2026-01-31,Admin,Catering & Hospitality,Taj Catering Services,18400.0,CC-ADM-3,EMP1033,Catering & Hospitality - routine admin expense
TXN01576,2026-02-01,Finance,Utilities,Municipal Water Dept,103900.0,CC-FIN-2,EMP1013,Utilities - routine finance expense
TXN01335,2026-02-01,Maintenance,Equipment Maintenance,Schlumberger,573700.0,CC-MAI-1,EMP1022,Equipment Maintenance - routine maintenance expense
TXN01125,2026-02-01,Production,IT Services & Software,Microsoft India,70700.0,CC-PRO-2,EMP1011,IT Services & Software - routine production expense
TXN01787,2026-02-01,Procurement,Equipment Maintenance,Schlumberger,43800.0,CC-PRO-2,EMP1034,Equipment Maintenance - routine procurement expense
TXN01743,2026-02-01,Maintenance,IT Services & Software,Local IT Vendor,48400.0,CC-MAI-2,EMP1036,IT Services & Software - routine maintenance expense
TXN00470,2026-02-01,HR,Catering & Hospitality,Local Caterers Assoc,9500.0,CC-HR-2,EMP1014,Catering & Hospitality - routine hr expense
TXN01113,2026-02-01,Production,IT Services & Software,Wipro,53700.0,CC-PRO-1,EMP1042,IT Services & Software - routine production expense
TXN00700,2026-02-02,Admin,Travel & Conveyance,IRCTC,41300.0,CC-ADM-2,EMP1031,Travel & Conveyance - routine admin expense
TXN01169,2026-02-02,Drilling,Office Supplies,Staples India,2900.0,CC-DRI-3,EMP1010,Office Supplies - routine drilling expense
TXN00975,2026-02-02,HSE,Contractor Payment,Tata Projects,821100.0,CC-HSE-2,EMP1031,Contractor Payment - routine hse expense
TXN00368,2026-02-03,HSE,Fuel & POL,IndianOil Corp,159000.0,CC-HSE-2,EMP1020,Fuel & POL - routine hse expense
TXN00073,2026-02-03,HR,Contractor Payment,Reliance Infra Services,154300.0,CC-HR-1,EMP1006,Contractor Payment - routine hr expense
TXN00508,2026-02-03,Finance,Office Supplies,Local Stationery Mart,9800.0,CC-FIN-3,EMP1021,Office Supplies - routine finance expense
TXN01649,2026-02-03,HSE,IT Services & Software,Local IT Vendor,160700.0,CC-HSE-1,EMP1043,IT Services & Software - routine hse expense
TXN00366,2026-02-04,HR,Office Supplies,Local Stationery Mart,5300.0,CC-HR-3,EMP1032,Office Supplies - routine hr expense
TXN01102,2026-02-04,Logistics,Travel & Conveyance,Air India,42100.0,CC-LOG-3,EMP1010,Travel & Conveyance - routine logistics expense
TXN00280,2026-02-04,Maintenance,Office Supplies,Local Stationery Mart,3700.0,CC-MAI-3,EMP1009,Office Supplies - routine maintenance expense
TXN00922,2026-02-04,Admin,Equipment Maintenance,Schlumberger,412400.0,CC-ADM-3,EMP1039,Equipment Maintenance - routine admin expense
TXN00040,2026-02-04,Finance,Office Supplies,Local Stationery Mart,9100.0,CC-FIN-1,EMP1032,Office Supplies - routine finance expense
TXN00098,2026-02-05,Production,Equipment Maintenance,BHEL,465200.0,CC-PRO-2,EMP1043,Equipment Maintenance - routine production expense
TXN01602,2026-02-05,Admin,IT Services & Software,TCS,78900.0,CC-ADM-3,EMP1030,IT Services & Software - routine admin expense
TXN00920,2026-02-05,Maintenance,IT Services & Software,TCS,114500.0,CC-MAI-3,EMP1011,IT Services & Software - routine maintenance expense
TXN00501,2026-02-05,Production,Fuel & POL,IndianOil Corp,245600.0,CC-PRO-2,EMP1040,Fuel & POL - routine production expense
TXN01497,2026-02-05,IT,Office Supplies,Local Stationery Mart,11600.0,CC-IT-1,EMP1011,Office Supplies - routine it expense
TXN00961,2026-02-05,HR,Travel & Conveyance,IRCTC,3900.0,CC-HR-1,EMP1008,Travel & Conveyance - routine hr expense
TXN00829,2026-02-05,Logistics,Catering & Hospitality,Taj Catering Services,42000.0,CC-LOG-2,EMP1024,Catering & Hospitality - routine logistics expense
TXN01397,2026-02-05,Maintenance,Training & Seminars,Internal Training Cell,40700.0,CC-MAI-1,EMP1020,Training & Seminars - routine maintenance expense
TXN01399,2026-02-06,HSE,Travel & Conveyance,IRCTC,1500.0,CC-HSE-1,EMP1043,Travel & Conveyance - routine hse expense
TXN00380,2026-02-06,HSE,Office Supplies,Local Stationery Mart,9700.0,CC-HSE-1,EMP1011,Office Supplies - routine hse expense
TXN01355,2026-02-06,IT,Contractor Payment,Tata Projects,847400.0,CC-IT-1,EMP1030,Contractor Payment - routine it expense
TXN01032,2026-02-06,Maintenance,Contractor Payment,Tata Projects,258700.0,CC-MAI-2,EMP1015,Contractor Payment - routine maintenance expense
TXN00036,2026-02-06,Maintenance,Catering & Hospitality,Local Caterers Assoc,42600.0,CC-MAI-2,EMP1032,Catering & Hospitality - routine maintenance expense
TXN01672,2026-02-06,HSE,Travel & Conveyance,IRCTC,15600.0,CC-HSE-3,EMP1025,Travel & Conveyance - routine hse expense
TXN01061,2026-02-06,Finance,IT Services & Software,Microsoft India,34100.0,CC-FIN-3,EMP1047,IT Services & Software - routine finance expense
TXN00593,2026-02-06,Maintenance,Utilities,Municipal Water Dept,96800.0,CC-MAI-1,EMP1014,Utilities - routine maintenance expense
TXN01193,2026-02-07,HR,Travel & Conveyance,Air India,9700.0,CC-HR-3,EMP1014,Travel & Conveyance - routine hr expense
TXN00603,2026-02-07,IT,Contractor Payment,Reliance Infra Services,1325600.0,CC-IT-1,EMP1021,Contractor Payment - routine it expense
TXN00832,2026-02-07,HSE,Training & Seminars,Internal Training Cell,75800.0,CC-HSE-1,EMP1044,Training & Seminars - routine hse expense
TXN01692,2026-02-07,Finance,Training & Seminars,NIIT,14300.0,CC-FIN-2,EMP1024,Training & Seminars - routine finance expense
TXN01286,2026-02-07,Procurement,Utilities,State Electricity Board,130900.0,CC-PRO-2,EMP1013,Utilities - routine procurement expense
TXN00590,2026-02-07,Drilling,Utilities,State Electricity Board,142000.0,CC-DRI-3,EMP1002,Utilities - routine drilling expense
TXN00828,2026-02-07,Logistics,Fuel & POL,HPCL,232700.0,CC-LOG-2,EMP1035,Fuel & POL - routine logistics expense
TXN01739,2026-02-09,Drilling,IT Services & Software,Local IT Vendor,5900.0,CC-DRI-1,EMP1045,IT Services & Software - routine drilling expense
TXN00446,2026-02-09,IT,Contractor Payment,Local Contractor Pvt Ltd,1050200.0,CC-IT-3,EMP1035,Contractor Payment - routine it expense
TXN00316,2026-02-09,IT,Travel & Conveyance,Local Taxi Union,8000.0,CC-IT-2,EMP1039,Travel & Conveyance - routine it expense
TXN01120,2026-02-10,Finance,Travel & Conveyance,Local Taxi Union,29500.0,CC-FIN-3,EMP1022,Travel & Conveyance - routine finance expense
TXN00728,2026-02-10,Admin,Office Supplies,Local Stationery Mart,9600.0,CC-ADM-3,EMP1025,Office Supplies - routine admin expense
TXN00265,2026-02-11,Maintenance,Equipment Maintenance,Larsen & Toubro,480300.0,CC-MAI-1,EMP1023,Equipment Maintenance - routine maintenance expense
TXN00258,2026-02-11,HSE,Utilities,Municipal Water Dept,36500.0,CC-HSE-2,EMP1046,Utilities - routine hse expense
TXN00084,2026-02-11,HR,Catering & Hospitality,Local Caterers Assoc,29700.0,CC-HR-2,EMP1005,Catering & Hospitality - routine hr expense
TXN01730,2026-02-11,Admin,Equipment Maintenance,BHEL,339700.0,CC-ADM-3,EMP1040,Equipment Maintenance - routine admin expense
TXNOS011,2026-02-11,Maintenance,Equipment Maintenance,Local Workshop Co,577200.0,CC-MAI-1,EMP1012,Equipment Maintenance - recurring high-cost vendor
TXN00933,2026-02-11,HR,Equipment Maintenance,Local Workshop Co,380300.0,CC-HR-2,EMP1042,Equipment Maintenance - routine hr expense
TXN01186,2026-02-11,Logistics,IT Services & Software,Local IT Vendor,328100.0,CC-LOG-2,EMP1044,IT Services & Software - routine logistics expense
TXN01594,2026-02-12,Finance,Equipment Maintenance,BHEL,123900.0,CC-FIN-2,EMP1039,Equipment Maintenance - routine finance expense
TXN00884,2026-02-12,Procurement,Catering & Hospitality,Local Caterers Assoc,16900.0,CC-PRO-2,EMP1025,Catering & Hospitality - routine procurement expense
TXN01713,2026-02-12,Production,Training & Seminars,IIM Institute,66500.0,CC-PRO-3,EMP1001,Training & Seminars - routine production expense
TXN01613,2026-02-12,Maintenance,Contractor Payment,Local Contractor Pvt Ltd,1383600.0,CC-MAI-3,EMP1003,Contractor Payment - routine maintenance expense
TXN00371,2026-02-12,Logistics,Contractor Payment,Local Contractor Pvt Ltd,1583200.0,CC-LOG-2,EMP1003,Contractor Payment - routine logistics expense
TXN00237,2026-02-12,HR,Equipment Maintenance,BHEL,359200.0,CC-HR-2,EMP1018,Equipment Maintenance - routine hr expense
TXN00238,2026-02-12,Finance,Utilities,Municipal Water Dept,67300.0,CC-FIN-1,EMP1031,Utilities - routine finance expense
TXN01341,2026-02-12,HR,Travel & Conveyance,Air India,7600.0,CC-HR-3,EMP1049,Travel & Conveyance - routine hr expense
TXN00796,2026-02-13,Admin,Contractor Payment,Local Contractor Pvt Ltd,683600.0,CC-ADM-2,EMP1044,Contractor Payment - routine admin expense
TXN00372,2026-02-14,Finance,Travel & Conveyance,Air India,2300.0,CC-FIN-2,EMP1027,Travel & Conveyance - routine finance expense
TXN00445,2026-02-14,HR,Office Supplies,Staples India,8300.0,CC-HR-2,EMP1016,Office Supplies - routine hr expense
TXN00786,2026-02-14,Maintenance,Training & Seminars,Internal Training Cell,43100.0,CC-MAI-2,EMP1012,Training & Seminars - routine maintenance expense
TXN00993,2026-02-14,Production,Fuel & POL,BPCL,152500.0,CC-PRO-2,EMP1012,Fuel & POL - routine production expense
TXN00189,2026-02-14,Admin,Equipment Maintenance,Larsen & Toubro,532500.0,CC-ADM-2,EMP1034,Equipment Maintenance - routine admin expense
TXN01428,2026-02-15,Production,Training & Seminars,NIIT,71800.0,CC-PRO-3,EMP1029,Training & Seminars - routine production expense
TXN01541,2026-02-15,Admin,Office Supplies,Staples India,9200.0,CC-ADM-1,EMP1021,Office Supplies - routine admin expense
TXN00331,2026-02-15,Logistics,Fuel & POL,IndianOil Corp,82200.0,CC-LOG-1,EMP1046,Fuel & POL - routine logistics expense
TXN01275,2026-02-15,Admin,Utilities,Municipal Water Dept,122900.0,CC-ADM-3,EMP1027,Utilities - routine admin expense
TXN01631,2026-02-15,Drilling,Utilities,Municipal Water Dept,52600.0,CC-DRI-1,EMP1037,Utilities - routine drilling expense
TXN00574,2026-02-15,Production,Fuel & POL,BPCL,236500.0,CC-PRO-1,EMP1046,Fuel & POL - routine production expense
TXN00205,2026-02-16,Finance,Office Supplies,Staples India,10300.0,CC-FIN-2,EMP1028,Office Supplies - routine finance expense
TXN01124,2026-02-16,Drilling,Office Supplies,Staples India,10100.0,CC-DRI-3,EMP1029,Office Supplies - routine drilling expense
TXN00629,2026-02-16,Finance,Training & Seminars,Internal Training Cell,59800.0,CC-FIN-1,EMP1034,Training & Seminars - routine finance expense
TXN01247,2026-02-16,Drilling,Travel & Conveyance,Local Taxi Union,26100.0,CC-DRI-2,EMP1012,Travel & Conveyance - routine drilling expense
TXN00035,2026-02-16,Procurement,Fuel & POL,BPCL,225800.0,CC-PRO-3,EMP1008,Fuel & POL - routine procurement expense
TXN00705,2026-02-17,Maintenance,Catering & Hospitality,Local Caterers Assoc,12500.0,CC-MAI-1,EMP1046,Catering & Hospitality - routine maintenance expense
TXN01291,2026-02-17,Logistics,Catering & Hospitality,Taj Catering Services,31300.0,CC-LOG-1,EMP1036,Catering & Hospitality - routine logistics expense
TXN00838,2026-02-17,HSE,Fuel & POL,HPCL,158800.0,CC-HSE-3,EMP1014,Fuel & POL - routine hse expense
TXN01537,2026-02-17,Maintenance,Travel & Conveyance,Air India,8400.0,CC-MAI-3,EMP1048,Travel & Conveyance - routine maintenance expense
TXN01560,2026-02-18,Maintenance,Equipment Maintenance,BHEL,501100.0,CC-MAI-3,EMP1032,Equipment Maintenance - routine maintenance expense
TXN00727,2026-02-18,Drilling,Utilities,Municipal Water Dept,99000.0,CC-DRI-1,EMP1046,Utilities - routine drilling expense
TXN01800,2026-02-19,IT,Contractor Payment,Local Contractor Pvt Ltd,1526400.0,CC-IT-1,EMP1019,Contractor Payment - routine it expense
TXN01812,2026-02-19,Production,Training & Seminars,NIIT,71800.0,CC-PRO-3,EMP1029,Training & Seminars - routine production expense (possible duplicate)
TXN00021,2026-02-19,IT,Catering & Hospitality,Local Caterers Assoc,52500.0,CC-IT-3,EMP1027,Catering & Hospitality - routine it expense
TXN01336,2026-02-19,Procurement,Travel & Conveyance,IRCTC,37800.0,CC-PRO-2,EMP1034,Travel & Conveyance - routine procurement expense
TXN00810,2026-02-19,Production,Fuel & POL,IndianOil Corp,20300.0,CC-PRO-2,EMP1028,Fuel & POL - routine production expense
TXN00162,2026-02-19,Production,Contractor Payment,Reliance Infra Services,1759100.0,CC-PRO-3,EMP1004,Contractor Payment - routine production expense
TXN01598,2026-02-20,Finance,Equipment Maintenance,BHEL,479800.0,CC-FIN-1,EMP1033,Equipment Maintenance - routine finance expense
